spec,loc,num,aspect_ratio,hue_mean,redness_purity,brightness_mean,brown_dominance,color_cov,red_intensity,red_coverage,eye_cloudiness,shine_coverage,shine_intensity,body_color_b,gill_score,eye_score,body_score,rule_score,rule_quality
TILA,CFM,15,0.3692647871752349,177.39,165.73,90.47,0.0026,0.152,0.2613,0.0098,0.9422,0.0044,239.72,2.3248,0.88,0.44,0.26,0.62,mid
TILA,CFM,16,0.3611111111111111,177.73,137.25,113.97,0.024,0.2804,0.2913,0.009,1.1141,0.0101,243.23,2.6943,0.76,0.36,0.38,0.56,mid
TILA,CFM,17,0.35856009070294786,0.27,135.94,102.6,0.0273,0.308,0.258,0.0088,1.1922,0.012,230.77,0.9106,0.79,0.36,0.28,0.56,mid
TILA,CFM,18,0.36955337690631807,178.77,149.88,104.54,0.0169,0.1898,0.1999,0.0065,0.8479,0.011,243.07,2.5049,0.84,0.6,0.39,0.68,mid
TILA,CFM,19,0.32517114270668773,179.48,150.05,102.5,0.0007,0.2108,0.1393,0.0001,1.0855,0.0252,234.58,4.5047,0.86,0.69,0.47,0.73,high
TILA,CFM,20,0.35445601851851855,1.07,143.49,111.64,0.0709,0.2452,0.2029,0.0085,0.9215,0.015,240.8,2.6379,0.79,0.53,0.42,0.64,mid
TILA,CFM,21,0.3817533129459735,177.98,120.97,130.07,0.0014,0.2329,0.0376,0.0001,1.3768,0.0196,234.8,10.7389,0.74,0.67,0.38,0.65,mid
TILA,CFM,22,0.3758807588075881,177.26,135.3,120.64,0.0052,0.1891,0.003,0.0,1.1939,0.0166,232.45,8.3372,0.78,0.78,0.31,0.69,mid
TILA,CFM,23,0.38805555555555554,1.64,141.42,110.24,0.0898,0.2604,0.1354,0.0062,1.3996,0.0115,231.86,12.6021,0.76,0.45,0.23,0.56,mid
TILA,CFM,24,0.36326860841423947,1.55,147.61,125.55,0.08,0.299,0.1178,0.0054,1.3051,0.0183,227.52,2.9884,0.77,0.52,0.31,0.6,mid
TILA,CFM,25,0.36288998357963875,178.82,126.28,83.69,0.005,0.3053,-0.0029,0.0007,1.5576,0.0189,231.24,7.2462,0.75,0.63,0.33,0.63,mid
TILA,CFM,26,0.3370020964360587,178.37,147.67,120.73,0.001,0.2205,0.1492,0.0021,1.0124,0.0089,242.66,-3.9693,0.83,0.67,0.44,0.7,high
TILA,CFM,27,0.35971588026382545,177.85,146.4,91.62,0.0009,0.2318,0.2398,0.0061,1.0466,0.011,242.24,-5.0658,0.81,0.49,0.48,0.65,mid
TILA,CFM,28,0.3055555555555556,176.3,167.3,114.06,0.0,0.1498,0.1442,0.0034,1.0005,0.0069,238.86,-3.6388,0.86,0.66,0.37,0.7,high
TILA,CFM,29,0.3245227606461087,179.61,149.56,122.64,0.0179,0.2545,0.0635,0.0001,1.6534,0.016,234.24,-0.5178,0.84,0.58,0.4,0.67,mid
TILA,CFM,30,0.3761140819964349,179.1,140.25,147.04,0.0021,0.267,0.2,0.0057,1.3214,0.0084,237.05,-1.7135,0.81,0.43,0.34,0.6,mid
TILA,CFM,31,0.33153153153153153,179.08,135.2,111.16,0.0087,0.2278,0.1351,0.007,1.0922,0.0141,229.95,8.8276,0.8,0.56,0.25,0.62,mid
TILA,CFM,32,0.34509112286890065,177.28,150.34,77.01,0.0077,0.1862,0.1357,0.005,0.7578,0.0028,235.44,11.8276,0.82,0.73,0.16,0.66,mid
TILA,CFM,33,0.34354354354354355,1.79,140.92,99.6,0.0706,0.2123,0.0853,0.0028,1.1075,0.0092,220.14,5.6347,0.77,0.68,0.08,0.6,mid
TILA,CFM,34,0.33547008547008544,179.84,160.85,85.84,0.0162,0.2398,0.1295,0.0052,1.1755,0.005,241.64,4.0716,0.88,0.56,0.27,0.66,mid
TILA,CFM,35,0.3421900161030596,179.96,158.99,65.61,0.0006,0.1545,0.0034,0.0,1.174,0.007,241.48,9.053,0.91,0.79,0.28,0.75,high
TILA,CFM,36,0.36348238482384826,178.72,159.51,83.8,0.0032,0.169,0.2268,0.0063,0.8914,0.0213,245.57,-4.9425,0.88,0.56,0.67,0.74,high
TILA,CFM,37,0.3879310344827586,0.16,141.89,80.61,0.0063,0.2181,0.3217,0.012,0.9906,0.0199,237.47,-4.1829,0.84,0.32,0.54,0.62,mid
TILA,CFM,38,0.366729088639201,179.72,138.66,93.87,0.0026,0.24,0.2566,0.0002,1.0806,0.0123,236.45,-1.6852,0.82,0.58,0.39,0.66,mid
TILA,CFM,39,0.3639334521687463,177.75,161.94,105.89,0.0005,0.1634,0.3269,0.0084,0.9834,0.0147,248.32,-8.099,0.87,0.39,0.62,0.68,mid
TILA,CFM,40,0.3907407407407407,178.15,158.77,97.67,0.0015,0.1475,0.1439,0.001,0.7751,0.011,244.31,0.4439,0.88,0.8,0.43,0.77,high
TILA,CFM,41,0.33620689655172414,176.36,152.53,90.38,0.0105,0.2098,0.1396,0.0049,1.1475,0.0121,240.7,9.811,0.8,0.57,0.34,0.64,mid
TILA,CFM,42,0.3639334521687463,176.55,149.23,102.68,0.0075,0.196,0.1041,0.0053,0.8599,0.0212,242.27,9.0372,0.8,0.71,0.49,0.71,high
TILA,CFM,43,0.38618618618618616,177.68,146.12,93.75,0.0074,0.214,0.2419,0.0098,0.9902,0.025,239.15,11.5415,0.81,0.44,0.51,0.64,mid
TILA,CFM,44,0.3553113553113553,177.17,155.8,83.97,0.0078,0.1429,0.0887,0.003,1.2381,0.0198,241.09,10.5171,0.84,0.62,0.45,0.7,mid
TILA,CFM,45,0.34610472541507026,177.59,146.34,92.98,0.0001,0.1551,0.0697,0.0036,0.9559,0.0226,243.63,13.7389,0.83,0.74,0.52,0.74,high
TILA,CFM,46,0.3646803227808814,177.47,181.95,82.71,0.0,0.1585,0.1503,0.005,0.9873,0.0117,234.95,-5.5654,0.92,0.62,0.42,0.73,high
TILA,CFM,47,0.3398195149464185,178.85,162.01,105.61,0.0006,0.1766,0.0376,0.001,1.113,0.0155,245.12,-5.4488,0.89,0.76,0.58,0.79,high
TILA,CFM,48,0.3837606837606838,177.89,159.55,109.71,0.0001,0.1738,0.0597,0.0003,0.7608,0.0091,240.59,-3.1094,0.87,0.9,0.41,0.79,high
TILA,CFM,49,0.36792452830188677,178.11,171.18,85.11,0.0037,0.1341,0.1088,0.0041,1.0277,0.0095,244.09,-4.269,0.91,0.67,0.47,0.75,high
TILA,CFM,50,0.36372007366482506,178.63,165.75,83.9,0.0105,0.1554,0.1732,0.0063,0.9634,0.0113,240.73,-3.9286,0.9,0.59,0.45,0.72,high
TILA,CFM,51,0.36080917874396135,179.11,182.99,90.95,0.0003,0.1476,0.1208,0.0044,0.6859,0.0198,239.21,1.7977,0.96,0.79,0.48,0.81,high
TILA,CFM,52,0.3708708708708709,177.48,144.77,108.28,0.0006,0.1871,0.1683,0.0056,1.3948,0.0102,238.69,5.4385,0.81,0.43,0.29,0.59,mid
TILA,CFM,53,0.3881856540084388,179.27,149.48,99.63,0.0006,0.1864,0.3295,0.0087,1.5898,0.0097,238.62,-3.9241,0.86,0.15,0.41,0.56,mid
TILA,CFM,54,0.3269927536231884,178.89,164.07,105.11,0.0,0.1406,0.3469,0.0112,0.9312,0.0086,240.13,-0.8257,0.91,0.34,0.37,0.63,mid
TILA,CFM,55,0.3520499108734403,177.46,146.2,107.79,0.0001,0.1729,0.2096,0.0057,1.1234,0.0083,236.28,7.2449,0.82,0.5,0.24,0.61,mid
TILA,CFM,56,0.32098765432098764,176.13,152.22,75.33,0.0026,0.2232,0.5346,0.0218,0.914,0.0166,245.7,14.2456,0.8,0.26,0.46,0.57,mid
TILA,CFM,57,0.33540372670807456,177.62,153.59,66.58,0.021,0.1757,0.2919,0.0116,0.7567,0.0298,244.38,14.035,0.83,0.45,0.63,0.68,mid
TILA,CFM,58,0.32240948813982523,177.15,160.31,102.7,0.009,0.243,0.2034,0.0062,0.7601,0.0134,233.89,2.608,0.83,0.64,0.32,0.67,mid
TILA,CFM,59,0.3376543209876543,179.94,157.66,98.24,0.0007,0.2027,0.2327,0.0055,0.9619,0.0181,235.44,0.4439,0.89,0.55,0.43,0.7,mid
TILA,CFM,60,0.36486486486486486,177.04,156.39,121.54,0.0003,0.1736,0.2803,0.0016,0.9567,0.0268,229.45,1.3743,0.84,0.58,0.47,0.69,mid
TILA,NFP,01,0.3226111636707663,0.58,140.1,128.74,0.0509,0.2588,-0.0283,0.0022,0.6104,0.0212,244.78,5.3632,0.79,0.96,0.52,0.79,high
TILA,NFP,02,0.35372670807453416,1.89,139.38,117.04,0.0754,0.2425,0.0929,0.0028,0.7709,0.0129,240.95,3.7542,0.76,0.81,0.38,0.7,mid
TILA,NFP,03,0.35756457564575644,4.08,136.25,128.02,0.2356,0.224,0.1108,0.0046,0.7053,0.019,240.56,5.6908,0.63,0.78,0.44,0.64,mid
TILA,NFP,04,0.36341205498766305,2.23,174.35,146.76,0.1064,0.2371,0.2035,0.003,0.8576,0.0061,229.6,-15.8254,0.83,0.67,0.41,0.7,mid
TILA,NFP,05,0.3905882352941176,177.92,138.91,89.32,0.0483,0.2694,0.3596,0.004,1.0571,0.0047,245.66,-16.5808,0.76,0.42,0.59,0.62,mid
TILA,NFP,06,0.37076648841354726,2.15,176.37,110.19,0.0895,0.298,0.7691,0.0283,0.9546,0.0074,246.51,-27.303,0.83,0.24,0.63,0.61,mid
TILA,NFP,07,0.36150845253576075,3.78,154.67,113.31,0.1414,0.2276,0.1091,0.0,1.2822,0.0069,245.73,-11.0903,0.73,0.64,0.54,0.66,mid
TILA,NFP,08,0.4072790294627383,179.49,138.67,97.77,0.0747,0.2721,0.2558,0.0043,0.9392,0.0038,246.34,-16.5488,0.77,0.56,0.57,0.67,mid
TILA,NFP,09,0.36530880420499345,0.27,170.04,120.88,0.0199,0.2339,0.2667,0.0005,1.0398,0.0117,243.0,-17.0091,0.91,0.58,0.66,0.76,high
TILA,NFP,10,0.39001782531194296,178.13,133.27,110.81,0.0679,0.2489,0.1118,0.0006,1.1007,0.0044,244.88,-16.7829,0.74,0.7,0.58,0.7,mid
TILA,NFP,11,0.3797387703090156,0.38,149.42,112.1,0.0428,0.3208,0.2365,0.002,0.7526,0.0037,229.15,-18.0075,0.81,0.7,0.39,0.69,mid
TILA,NFP,12,0.3716160787530763,2.46,158.75,127.41,0.1778,0.392,0.4092,0.0008,1.2309,0.0021,238.97,-13.2208,0.71,0.41,0.45,0.57,mid
TILA,NFP,13,0.3473606496862311,0.51,137.46,118.11,0.0839,0.2708,0.7765,0.0323,0.8557,0.0048,232.42,-23.71,0.77,0.28,0.44,0.56,mid
TILA,NFP,14,0.3688073394495413,0.72,124.87,118.9,0.0682,0.2726,0.3919,0.0203,0.7284,0.0021,247.67,-25.7577,0.74,0.33,0.58,0.58,mid
TILA,NFP,15,0.3559322033898305,178.91,126.87,129.16,0.0779,0.2512,0.3292,0.0165,0.8267,0.0013,230.13,-22.1052,0.73,0.32,0.4,0.54,mid
TILA,NFP,16,0.35970721505751135,4.33,210.47,59.34,0.0538,0.2206,0.0313,0.0003,0.9274,0.0182,244.31,3.3138,0.87,0.86,0.5,0.79,high
TILA,NFP,17,0.3740710156895128,2.34,202.95,110.15,0.0803,0.2757,0.1279,0.0018,0.8076,0.0174,238.63,3.4682,0.88,0.78,0.42,0.76,high
TILA,NFP,18,0.41901408450704225,2.47,153.42,119.71,0.0427,0.2469,0.0144,0.001,0.9216,0.0157,244.61,4.2393,0.8,0.86,0.45,0.75,high
TILA,NFP,19,0.39513570673246384,6.8,146.17,109.88,0.3441,0.3993,-0.0352,0.0029,0.7529,0.0182,243.6,2.0297,0.5,0.91,0.51,0.62,mid
TILA,NFP,20,0.3675276752767528,5.98,147.83,115.44,0.1751,0.3637,0.0353,0.0,0.7133,0.0213,243.36,3.916,0.61,0.94,0.52,0.69,mid
TILA,NFP,21,0.3642329778506973,3.08,165.83,127.96,0.1399,0.2991,0.2085,0.0034,0.72,0.0166,241.56,3.4805,0.76,0.71,0.44,0.68,mid
TILA,NFP,22,0.38326668717317747,174.02,139.93,84.21,0.0001,0.2421,-0.0203,0.0009,0.8569,0.0062,240.16,3.7949,0.71,0.91,0.27,0.68,mid
TILA,NFP,23,0.42706964520367935,175.43,125.27,144.0,0.0001,0.2668,0.1476,0.0056,0.6244,0.0082,240.22,4.2368,0.7,0.74,0.29,0.63,mid
TILA,NFP,24,0.3214857508805636,2.39,149.9,129.94,0.1843,0.4575,0.0703,0.0031,0.9877,0.0128,239.06,2.89,0.66,0.74,0.37,0.63,mid
TILA,NFP,25,0.393387314439946,1.09,120.48,122.64,0.0304,0.2758,-0.0235,0.0011,0.6669,0.0124,239.94,2.7937,0.73,0.98,0.37,0.73,high
TILA,NFP,26,0.38012885723974227,3.45,128.62,111.91,0.0697,0.2579,0.0323,0.0016,0.9229,0.007,243.41,2.6571,0.69,0.83,0.34,0.66,mid
TILA,NFP,27,0.43707093821510296,179.44,151.95,122.35,0.0012,0.2134,0.1106,0.0039,0.6633,0.0084,240.38,2.6908,0.86,0.81,0.32,0.74,high
TILA,NFP,28,0.3642668428005284,5.88,197.35,64.3,0.0534,0.1784,0.0479,0.0011,0.8127,0.0097,243.11,2.2178,0.85,0.87,0.38,0.76,high
TILA,NFP,29,0.4640198511166253,5.22,166.12,106.27,0.2034,0.2131,0.1265,0.0023,0.7295,0.007,242.46,3.0351,0.71,0.8,0.32,0.66,mid
TILA,NFP,30,0.3723067173637516,179.11,159.31,88.22,0.0002,0.2372,-0.028,0.0013,0.815,0.0122,243.64,3.5054,0.87,0.92,0.4,0.79,high
TILA,PWM,01,0.44659851956291857,1.49,108.51,76.79,0.1192,0.2292,0.144,0.001,1.0075,0.0179,236.17,-1.5047,0.66,0.7,0.46,0.63,mid
TILA,PWM,02,0.3558708959376739,5.61,132.05,100.61,0.1009,0.2024,0.0632,0.002,1.1313,0.0055,234.87,-0.4455,0.66,0.71,0.26,0.6,mid
TILA,PWM,03,0.33851707858928076,6.41,157.18,119.57,0.0419,0.1483,0.2336,0.0,0.9859,0.0117,230.39,-1.7562,0.76,0.65,0.31,0.64,mid
TILA,PWM,04,0.344341038727109,7.69,157.14,82.73,0.2541,0.1825,0.1067,0.0,0.7211,0.0071,229.24,-0.68,0.62,0.87,0.22,0.61,mid
TILA,PWM,05,0.3418056658723855,6.29,161.43,103.45,0.2083,0.1641,0.0269,0.0,1.0957,0.0118,235.82,-3.6588,0.69,0.8,0.4,0.67,mid
TILA,PWM,06,0.3354514164680964,3.71,161.98,81.88,0.1228,0.201,0.0364,0.0014,1.1792,0.0082,230.33,-0.8071,0.77,0.73,0.25,0.65,mid
TILA,PWM,07,0.3876628556235044,5.28,161.25,71.71,0.0419,0.1588,0.1044,0.0014,0.5914,0.0105,232.17,1.2591,0.79,0.86,0.28,0.71,high
TILA,PWM,08,0.3573407202216066,5.94,136.82,83.2,0.3259,0.2318,0.0544,0.0014,1.2323,0.0104,228.71,-0.9492,0.55,0.69,0.26,0.53,mid
TILA,PWM,09,,,,,,,,,,,,,,,,,none
TILA,PWM,10,0.3648031945236737,9.3,147.52,89.5,0.4734,0.266,0.1888,0.0033,0.6172,0.0096,229.07,1.0206,0.43,0.75,0.23,0.49,mid
TILA,PWM,11,0.3579015127132282,6.12,136.43,110.71,0.0747,0.2086,0.0554,0.0,1.2066,0.011,230.29,-5.5635,0.67,0.73,0.35,0.62,mid
TILA,PWM,12,0.36629083550159003,4.34,147.8,78.25,0.1659,0.2044,0.0241,0.0006,1.5162,0.0081,235.31,-0.7484,0.7,0.62,0.3,0.6,mid
TILA,PWM,13,0.3585,6.14,152.55,102.84,0.063,0.1901,0.0578,0.0024,0.9127,0.0072,234.59,-0.8647,0.73,0.79,0.28,0.66,mid
TILA,PWM,14,0.35618244133930926,5.46,152.94,83.52,0.2145,0.2147,0.1137,0.0047,1.1628,0.0054,230.26,-2.9606,0.66,0.59,0.24,0.56,mid
TILA,PWM,15,0.36340403782264247,5.38,154.9,111.56,0.097,0.1733,0.1099,0.0013,1.1655,0.0079,232.32,0.8477,0.74,0.67,0.25,0.62,mid
TILA,PWM,16,0.34770408163265304,6.0,191.15,111.93,0.0557,0.148,0.0433,0.0,1.396,0.0087,232.14,-1.2477,0.85,0.66,0.28,0.68,mid
TILA,PWM,17,0.35451416468096375,5.12,150.1,109.67,0.0928,0.2041,0.0028,0.0,1.4593,0.015,236.52,-2.9297,0.72,0.67,0.45,0.65,mid
TILA,PWM,18,0.3732127224978115,4.52,147.62,81.28,0.1714,0.1724,0.0288,0.0003,1.3717,0.0114,238.14,-0.9745,0.7,0.68,0.39,0.63,mid
TILA,PWM,19,0.35096153846153844,7.01,169.51,127.29,0.037,0.1483,0.0665,0.0,1.2204,0.008,232.7,-0.569,0.78,0.71,0.27,0.66,mid
TILA,PWM,20,0.3630372492836676,4.79,150.9,91.16,0.145,0.1943,0.0693,0.0005,0.9963,0.0093,233.74,-3.5305,0.71,0.79,0.34,0.66,mid
TILA,PWM,21,0.33469076100789,3.22,137.1,79.18,0.0708,0.2351,0.0149,0.0,1.1307,0.0075,229.35,-2.04,0.73,0.8,0.24,0.65,mid
TILA,PWM,22,0.3462054170018772,6.37,158.54,106.86,0.0643,0.171,0.0254,0.0002,1.4469,0.0091,232.35,-0.5653,0.75,0.65,0.28,0.63,mid
TILA,PWM,23,0.4507269789983845,6.97,153.4,107.27,0.2205,0.214,0.0501,0.0,1.2111,0.0063,235.93,-0.483,0.63,0.73,0.28,0.59,mid
TILA,PWM,24,0.3750694058856191,6.73,158.67,80.35,0.2261,0.1764,-0.0518,0.0,1.3674,0.0073,232.9,-0.0387,0.66,0.72,0.26,0.6,mid
TILA,PWM,25,0.3294088176352705,5.37,141.97,126.73,0.0452,0.219,0.0967,0.0,1.5815,0.0088,237.83,-2.9851,0.72,0.55,0.37,0.6,mid
TILA,PWM,26,0.3587015821058374,4.89,118.92,117.25,0.1059,0.2571,0.0885,0.0,1.0571,0.0109,231.22,-3.409,0.62,0.76,0.33,0.6,mid
TILA,PWM,27,0.3881614839061648,1.6,148.58,108.36,0.0266,0.1312,0.0229,0.0001,1.0667,0.0123,239.0,-0.4171,0.84,0.81,0.4,0.74,high
TILA,PWM,28,0.35471602434077076,9.21,171.56,108.2,0.376,0.2037,0.0724,0.0,1.4993,0.0071,233.55,-2.0889,0.56,0.59,0.29,0.52,mid
TILA,PWM,29,0.35062466051059205,6.19,167.35,96.59,0.0829,0.159,0.1554,0.0021,1.2832,0.0084,228.74,0.7093,0.77,0.56,0.21,0.6,mid
TILA,PWM,30,0.36138049058756416,6.38,166.68,74.32,0.1113,0.1784,0.0697,0.0005,1.0543,0.0129,233.38,-0.7627,0.74,0.76,0.35,0.67,mid
TILA,PWM,31,0.363296812749004,7.58,165.02,105.09,0.2701,0.2108,0.0186,0.0,1.3887,0.0121,233.03,-3.7724,0.63,0.69,0.38,0.6,mid
TILA,PWM,32,0.3682870959531687,6.73,180.28,107.53,0.0421,0.1663,0.0176,0.0,1.2536,0.0052,230.76,-1.5407,0.81,0.74,0.22,0.67,mid
TILA,PWM,33,0.39801816680429397,2.53,163.59,137.25,0.0373,0.2796,0.0262,0.0007,0.9708,0.016,235.69,-0.9985,0.82,0.83,0.42,0.74,high
TILA,PWM,34,0.3510722795869738,179.22,160.8,125.48,0.0008,0.1891,0.0173,0.0,1.1636,0.0433,232.17,-1.9751,0.89,0.78,0.64,0.81,high
TILA,PWM,35,0.3941584731058415,2.06,165.02,154.76,0.054,0.2089,0.0952,0.0013,1.0346,0.0124,245.89,-3.8009,0.85,0.73,0.52,0.75,high
TILA,PWM,36,0.4494064443188242,2.11,185.59,72.56,0.0183,0.2023,0.1962,0.0067,1.1136,0.0155,234.98,-1.6765,0.92,0.5,0.42,0.69,mid
TILA,PWM,37,0.3624036160595586,1.28,147.76,142.0,0.0229,0.2635,0.1703,0.005,0.7706,0.0099,243.06,-3.0001,0.81,0.69,0.45,0.7,high
TILA,PWM,38,0.4068655036578503,1.45,163.64,144.73,0.0098,0.1839,0.2761,0.0098,0.8361,0.0094,239.45,-1.8636,0.88,0.47,0.39,0.66,mid
TILA,PWM,39,0.3735523835173714,1.23,151.24,173.31,0.0023,0.153,0.0529,0.0001,1.0175,0.0075,243.91,-4.1285,0.87,0.8,0.44,0.76,high
TILA,PWM,40,0.40386162510056317,1.86,140.35,160.53,0.0046,0.1658,0.1621,0.0064,0.8881,0.014,240.14,-3.3079,0.82,0.63,0.48,0.69,mid
TILA,PWM,41,0.37645107794361526,2.31,163.71,141.34,0.0681,0.221,0.163,0.0071,0.7134,0.0067,240.41,-0.5521,0.83,0.68,0.34,0.69,mid
TILA,PWM,42,0.4029633933759442,2.31,159.3,143.81,0.003,0.1894,0.1523,0.007,0.9086,0.0078,242.96,-2.7889,0.86,0.61,0.42,0.7,mid
TILA,PWM,43,0.39940748720711017,1.51,160.96,150.24,0.0458,0.214,0.2629,0.01,0.7865,0.0101,242.68,-1.6256,0.85,0.5,0.43,0.66,mid
TILA,PWM,44,0.3818541548897682,0.0,164.01,126.12,0.047,0.2418,0.0308,0.0,0.7882,0.0168,239.06,-3.5858,0.88,0.92,0.51,0.82,high
TILA,PWM,45,0.3784008883953359,0.83,162.42,119.25,0.0212,0.2168,0.0499,0.0016,1.0115,0.0078,243.5,-2.6939,0.88,0.78,0.42,0.76,high
TILA,PWM,46,0.3700501952035694,2.85,147.84,173.94,0.0867,0.2516,0.1477,0.0072,1.0241,0.011,243.12,-2.1074,0.75,0.57,0.45,0.64,mid
TILA,PWM,47,0.3875598086124402,0.53,153.11,137.91,0.0129,0.1786,0.172,0.0055,0.8733,0.0096,243.5,-2.0551,0.87,0.64,0.44,0.71,high
TILA,PWM,48,0.37679303278688525,1.86,158.78,124.19,0.056,0.2026,0.0603,0.0013,1.019,0.0073,246.51,-2.9847,0.83,0.77,0.44,0.73,high
TILA,PWM,49,0.39857470094171543,3.03,146.73,163.71,0.0034,0.1622,0.084,0.0012,0.6527,0.0169,221.22,-2.984,0.81,0.89,0.3,0.73,high
TILA,PWM,50,0.36455293181215176,1.87,160.94,138.14,0.0757,0.2595,0.0097,0.001,1.0263,0.0104,241.08,-2.5102,0.81,0.82,0.43,0.74,high
TILA,PWM,51,0.41117478510028654,3.4,164.31,128.16,0.1678,0.2784,0.0079,0.0001,0.7291,0.0225,228.77,-2.3765,0.74,0.96,0.46,0.75,high
TILA,PWM,52,0.3784313725490196,1.59,149.99,159.54,0.0282,0.1841,0.0111,0.0,1.1098,0.014,242.84,2.1423,0.83,0.81,0.44,0.75,high
TILA,PWM,53,0.3560223344855092,1.61,146.97,155.03,0.0395,0.2899,0.2934,0.0092,0.8936,0.0162,240.74,-2.0704,0.79,0.44,0.5,0.63,mid
TILA,PWM,54,0.38374783111625216,1.79,161.56,145.38,0.1424,0.3,0.0824,0.004,0.9756,0.0199,232.03,-0.2966,0.77,0.71,0.43,0.68,mid
TILA,PWM,55,0.3713962690785755,1.34,161.9,142.35,0.0035,0.1932,0.0652,0.0031,0.9036,0.0143,240.92,-0.986,0.88,0.78,0.46,0.77,high
TILA,PWM,56,0.4098504837291117,3.74,164.33,140.84,0.1487,0.2959,0.1694,0.0064,0.6342,0.0144,239.14,-0.5426,0.74,0.7,0.43,0.67,mid
TILA,PWM,57,0.38314485729671516,4.35,149.19,153.13,0.2156,0.3267,0.1821,0.0067,0.8236,0.0402,232.47,-1.1036,0.64,0.63,0.64,0.64,mid
TILA,PWM,58,0.3340363828104403,0.8,153.41,145.0,0.0045,0.1878,0.1288,0.0054,0.7569,0.0215,228.58,-0.1802,0.87,0.73,0.41,0.74,high
TILA,PWM,59,0.3953793646626411,2.1,141.28,154.43,0.0442,0.2427,0.0916,0.0045,1.0261,0.012,244.8,-2.8594,0.77,0.67,0.5,0.69,mid
TILA,PWM,60,0.3891977760127085,0.55,149.62,135.88,0.0032,0.3139,0.1162,0.006,1.0586,0.0148,238.53,-2.3482,0.83,0.61,0.46,0.69,mid
TILA,PWM,61,0.366189111747851,1.55,159.93,142.24,0.0618,0.2268,0.0958,0.005,0.9597,0.0172,247.5,-2.3897,0.83,0.69,0.57,0.74,high
TILA,PWM,62,0.4299732381801962,1.52,155.11,141.14,0.0586,0.2666,0.0682,0.0039,0.8185,0.0109,245.92,0.5459,0.81,0.79,0.45,0.73,high
TILA,PWM,63,0.36292654713707345,0.93,174.71,127.95,0.0121,0.2214,0.0344,0.0,0.7877,0.016,236.12,1.2515,0.91,0.91,0.4,0.81,high
TILA,PWM,64,0.3369264787175235,2.24,153.28,137.44,0.0707,0.1944,0.1473,0.0048,0.9624,0.0309,231.62,-1.4921,0.81,0.64,0.6,0.72,high
TILA,PWM,65,0.40773638968481374,1.89,161.86,119.52,0.1159,0.2528,-0.0566,0.0,0.9819,0.0155,238.66,-2.5218,0.8,0.88,0.47,0.76,high
